user_id,item_id,rating
1,91522,4
1,91738,5
1,91741,5
1,91661,5
1,91412,4
1,91679,4
1,91627,4
1,91514,5
1,91860,4
1,91137,5
1,91812,5
1,91077,5
1,91637,4
1,91974,4
1,91939,4
1,91900,5
1,91281,5
1,91884,4
1,91762,4
1,91320,4
2,81522,4
2,81738,4
2,81741,5
2,81661,5
2,81412,5
2,81679,4
2,81627,5
2,81514,4
2,81860,4
2,81137,5
2,81812,4
2,81077,5
2,81637,5
2,81974,4
2,81939,5
2,81900,4
2,81281,5
2,81884,5
2,81762,5
2,81320,4
3,64522,5
3,64738,5
3,64741,4
3,64661,4
3,64412,5
3,64679,4
3,64627,5
3,64514,4
3,64860,5
3,64137,4
3,64812,4
3,64077,5
3,64637,4
3,64974,4
3,64939,5
3,64900,5
3,64281,4
3,64884,4
3,64762,5
3,64320,5
4,51522,5
4,51738,4
4,51741,5
4,51661,5
4,51412,4
4,51679,5
4,51627,4
4,51514,4
4,51860,4
4,51137,5
4,51812,5
4,51077,4
4,51637,5
4,51974,5
4,51939,4
4,51900,4
4,51281,4
4,51884,4
4,51762,4
4,51320,4
5,1522,5
5,1738,5
5,1741,5
5,1661,5
5,1412,5
5,3522,5
5,3738,5
5,3741,5
5,3661,5
5,3412,5
5,5522,5
5,5738,5
5,5741,5
5,5661,5
5,5412,5
5,6522,5
5,6738,5
5,6741,5
5,6661,5
5,6412,5
6,1522,5
6,1738,5
6,1741,5
6,1661,5
6,1412,5
6,2522,5
6,2738,5
6,2741,5
6,2661,5
6,2412,5
6,4522,5
6,4738,5
6,4741,5
6,4661,5
6,4412,5
7,1522,5
7,1738,5
7,1741,5
7,1661,5
7,1412,5
7,2522,5
7,2738,5
7,2741,5
7,2661,5
7,2412,5
8,1522,5
8,1738,5
8,1741,5
8,1661,5
8,1412,5
8,522,5
8,738,5
8,741,5
8,661,5
8,412,5
8,3522,5
8,3738,5
8,3741,5
8,3661,5
8,3412,5
9,1522,5
9,1738,5
9,1741,5
9,1661,5
9,1412,5
9,522,5
9,738,5
9,741,5
9,661,5
9,412,5
9,4522,5
9,4738,5
9,4741,5
9,4661,5
9,4412,5
10,522,5
10,738,5
10,741,5
10,661,5
10,412,5
10,1522,5
10,1738,5
10,1741,5
10,1661,5
10,1412,5
10,3522,5
10,3738,5
10,3741,5
10,3661,5
10,3412,5
11,3522,5
11,3738,5
11,3741,5
11,3661,5
11,3412,5
11,522,5
11,738,5
11,741,5
11,661,5
11,412,5
11,1522,5
11,1738,5
11,1741,5
11,1661,5
11,1412,5
11,20,5
11,5,5
11,22,5
12,2522,5
12,2738,5
12,2741,5
12,2661,5
12,2412,5
12,5522,5
12,5738,5
12,5741,5
12,5661,5
12,5412,5
13,1522,5
13,1738,5
13,1741,5
13,1661,5
13,1412,5
13,5522,5
13,5738,5
13,5741,5
13,5661,5
13,5412,5
14,522,5
14,738,5
14,741,5
14,661,5
14,412,5
14,3522,5
14,3738,5
14,3741,5
14,3661,5
14,3412,5
14,6522,5
14,6738,5
14,6741,5
14,6661,5
14,6412,5
14,5,5
14,13,5
15,2522,5
15,2738,5
15,2741,5
15,2661,5
15,2412,5
15,522,5
15,738,5
15,741,5
15,661,5
15,412,5
16,522,5
16,738,5
16,741,5
16,661,5
16,412,5
16,6522,5
16,6738,5
16,6741,5
16,6661,5
16,6412,5
17,522,5
17,738,5
17,741,5
17,661,5
17,412,5
17,5522,5
17,5738,5
17,5741,5
17,5661,5
17,5412,5
17,18,5
18,6522,5
18,6738,5
18,6741,5
18,6661,5
18,6412,5
18,4522,5
18,4738,5
18,4741,5
18,4661,5
18,4412,5
19,4522,5
19,4738,5
19,4741,5
19,4661,5
19,4412,5
19,7522,5
19,7738,5
19,7741,5
19,7661,5
19,7412,5
20,6522,5
20,6738,5
20,6741,5
20,6661,5
20,6412,5
20,5522,5
20,5738,5
20,5741,5
20,5661,5
20,5412,5
20,20,5
21,2522,5
21,2738,5
21,2741,5
21,2661,5
21,2412,5
22,522,5
22,738,5
22,741,5
22,661,5
22,1682,5
22,1522,5
22,1738,5
22,1741,5
22,1661,5
22,1412,5
22,2522,5
22,2738,5
22,2741,5
22,2661,5
22,2412,5
22,1,5
22,3,5
22,5,1
22,6,5
23,6522,5
23,6738,5
23,6741,5
23,6661,5
23,6412,5
24,1522,5
24,1738,5
24,1741,5
24,1661,5
24,1412,5
24,2522,5
24,2738,5
24,2741,5
24,2661,5
24,2412,5
25,1522,5
25,1738,5
25,1741,5
25,1661,5
25,1412,5
25,1,1
25,2,1
25,6,5
25,7,5
26,522,5
26,738,5
26,741,5
26,661,5
26,412,5
26,1522,5
26,1738,5
26,1741,5
26,1661,5
26,1412,5
26,2522,5
26,2738,5
26,2741,5
26,2661,5
26,2412,5
27,1522,5
27,1738,5
27,1741,5
27,1661,5
27,1412,5
27,2522,5
27,2738,5
27,2741,5
27,2661,5
27,2412,5
28,1522,5
28,1738,5
28,1741,5
28,1661,5
28,1412,5
28,2522,5
28,2738,5
28,2741,5
28,2661,5
28,2412,5
29,1522,5
29,1738,5
29,1741,5
29,1661,5
29,1412,5
30,1522,5
30,1738,5
30,1741,5
30,1661,5
30,1412,5
30,4522,5
30,4738,5
30,4741,5
30,4661,5
30,4412,5
30,4222,5
30,4443,5
30,4679,5
30,4002,1
30,4005,1
31,1522,5
31,1738,5
31,1741,5
31,1661,5
31,1412,5
31,2522,5
31,2738,5
31,2741,5
31,2661,5
31,2412,5
31,1893,1
31,2679,5
31,1416,1
31,2086,5
31,2010,1
31,2009,1
31,2008,1
31,2007,1
31,2006,1
31,2005,1
31,2004,1
31,2003,1
31,2002,1
31,2001,1
32,1522,5
32,1738,5
32,1741,5
32,1661,5
32,1412,5
32,2522,5
32,2738,5
32,2741,5
32,2661,5
32,2412,5
32,2812,1
32,1773,1
32,2443,1
32,2222,1
32,2004,1
32,2108,1
32,2086,1
32,1416,1
32,2679,1
32,1893,1
32,2670,5
32,2814,5
32,2750,5
32,2442,1
32,1057,5
33,522,5
33,738,5
33,741,5
33,661,5
33,412,5
34,522,5
34,738,5
34,741,5
34,661,5
34,412,5
34,1522,5
34,1738,5
34,1741,5
34,1661,5
34,1412,5
34,2522,5
34,2738,5
34,2741,5
34,2661,5
34,2412,5
35,1522,5
35,1738,5
35,1741,5
35,1661,5
35,1412,5
35,2522,5
35,2738,5
35,2741,5
35,2661,5
35,2412,5
35,2679,5
35,1893,5
35,1416,5
35,2086,5
35,2108,5
35,2004,5
36,31807,2
36,80021,4
37,93321,5
38,23904,2
38,63194,3
38,66921,5
38,26710,5
38,60055,1
39,54244,1
39,20599,4
39,99319,5
39,49132,1
40,74185,5
40,39196,4
41,90129,3
42,49460,3
42,57855,5
42,46708,4
43,63733,1
43,73548,3
43,23963,5
43,58408,2
44,32099,2
44,5035,1
45,55311,2
45,15076,1
46,46328,4
46,81163,5
46,110649,4
46,25068,1
46,1307,2
47,78479,4
47,74816,2
48,35408,2
49,39824,4
50,93785,4
50,103539,4
50,92654,3
50,78935,2
50,75995,5
51,27012,3
51,19315,1
51,24385,1
52,48412,3
52,66067,4
52,19621,4
52,69153,2
52,77343,5
53,40501,3
53,38200,3
53,77088,5
53,100354,4
53,73710,2
54,17994,2
54,72765,1
54,21422,2
54,21872,1
54,100076,3
55,45970,3
56,68048,5
57,58127,1
57,10664,4
57,19202,5
57,102379,2
58,85759,5
58,78866,2
58,101017,4
58,38185,1
59,17540,5
60,93532,4
60,44295,2
61,30009,4
62,41136,4
62,37650,3
63,55589,5
64,81800,2
65,50155,1
65,101750,4
65,100708,2
65,102047,1
65,38463,2
66,70808,2
66,110466,4
66,3140,5
66,28505,5
66,65486,3
67,87676,3
67,1442,2
67,25087,5
68,112791,2
69,102892,5
69,27481,5
69,104163,1
69,44057,3
70,44613,2
70,14803,4
70,42578,3
70,112716,3
71,8797,3
71,85927,5
72,35371,1
72,9949,1
72,69412,5
72,53615,2
72,43466,4
73,57086,4
73,1147,5
73,51697,3
74,40826,5
74,81555,2
74,16023,5
75,63424,3
76,25768,4
76,17273,5
76,76570,1
77,29363,1
77,12553,4
77,37168,3
77,28093,3
77,103667,2
78,23936,1
78,104794,2
78,70485,4
78,33825,5
78,103371,1
79,31662,1
79,78469,2
79,42445,4
79,26993,3
80,67573,5
80,5740,5
80,70769,2
80,112831,5
81,77405,1
82,40707,1
82,80044,4
82,93194,2
82,31932,4
83,2204,5
84,36785,1
85,18676,4
85,108677,1
86,10764,5
86,5701,3
86,12468,4
87,28221,4
87,96555,1
87,105756,3
87,51441,1
88,44765,1
88,58365,4
88,20025,2
88,44135,4
88,70412,3
89,109351,2
90,23482,3
90,92155,3
90,56408,5
90,8293,2
91,72302,2
92,104721,1
92,98105,3
92,93499,3
93,64878,5
93,97849,1
93,50390,1
93,54603,3
94,44378,3
94,25380,1
94,84343,4
95,30030,3
95,41399,1
96,47463,4
96,21405,1
96,89855,3
96,44767,3
97,43232,3
98,111564,1
98,21920,4
98,4526,2
98,43282,3
99,9270,3
99,99427,1
99,256,3
99,56481,2
99,58853,5
100,64917,4
100,78010,3
100,74255,3
100,540,3
101,19342,5
101,110358,2
101,96784,4
101,104576,4
102,8659,1
102,16643,5
102,74992,5
103,46646,1
103,25136,2
103,109972,4
103,17145,5
104,31914,5
105,30223,2
105,33186,1
105,18077,5
106,19731,2
107,18145,4
107,73827,2
107,102591,1
107,87721,1
107,9538,2
108,22544,2
108,85426,4
108,89568,3
108,79972,5
109,64374,5
109,75793,5
109,50592,5
109,99404,1
109,107734,2
110,60055,5
110,15133,4
110,103770,2
110,18682,2
110,18950,5
111,53154,3
112,24127,1
112,80968,2
112,110165,1
113,15754,3
113,90794,1
114,73920,2
114,86555,1
114,22072,5
114,43693,2
115,36958,2
116,11116,4
116,13299,5
116,28953,5
117,63268,3
117,109427,2
117,77920,4
117,18755,4
117,84464,4
118,56434,4
118,68884,2
118,112578,5
118,1131,3
119,68801,1
119,108802,3
119,66846,5
120,104101,2
120,82928,2
120,69313,1
120,97808,4
121,34767,5
121,47087,1
121,107671,1
121,93482,2
122,87235,5
122,7805,5
122,108276,4
123,7225,1
123,58198,5
123,36753,2
123,42903,5
124,110186,5
124,481,2
124,112921,2
125,74997,1
125,22361,1
125,53570,5
126,71814,4
126,93795,3
126,1030,1
126,2754,3
126,12964,3
127,52573,1
127,42575,4
127,39218,3
128,67811,3
128,61195,3
128,64520,4
129,72974,5
129,108552,4
129,13801,4
129,25399,4
130,18695,3
131,37900,3
131,27160,4
131,52724,3
131,36542,2
132,66014,4
132,58411,3
132,61548,5
133,98524,5
133,34209,3
134,41623,5
134,20676,1
134,17874,5
134,105244,3
135,101791,5
135,64039,5
136,74519,5
136,63468,5
136,4023,2
136,47002,3
137,33022,2
137,56045,1
138,35211,2
138,53879,2
139,8535,1
140,12172,5
140,6584,3
140,81287,1
141,18156,3
142,19944,5
143,26283,4
144,36063,4
144,64312,1
145,37759,4
145,29840,3
146,107722,4
146,29396,3
147,78914,4
147,77613,5
147,70299,2
148,35335,3
148,27139,3
148,74265,4
148,19398,1
148,86695,2
149,40432,5
149,96336,5
149,17640,4
149,68712,2
150,32537,5
150,67776,1
150,84247,3
151,59680,3
152,46923,3
152,105730,2
152,106274,5
153,17585,3
154,27889,5
155,47470,1
155,2265,3
155,109795,5
156,86990,4
156,64206,3
156,71549,1
156,58344,3
157,71285,2
157,23006,1
157,98683,1
157,25929,1
157,92988,4
158,5004,3
158,28964,2
158,82981,1
159,107942,5
159,38661,3
159,46781,5
160,66721,3
160,104021,4
161,21426,1
162,81048,2
162,24508,5
162,10682,4
163,93369,1
163,80567,5
163,42013,1
163,71860,5
164,91625,5
165,57050,5
165,112237,3
165,109487,4
165,63142,3
166,83280,4
166,45775,3
166,57855,4
166,9474,2
167,100304,2
168,87313,1
169,95573,3
169,87381,1
169,66013,1
169,10875,1
169,32999,3
170,112940,5
170,66562,1
170,88528,1
170,19613,3
170,65368,5
171,102861,5
172,111415,2
172,48281,4
172,80813,2
172,43541,1
172,30676,1
173,88151,5
174,27725,1
174,83704,1
174,73269,3
174,10252,4
174,93830,5
175,82796,3
175,72688,1
176,109864,2
177,90639,5
177,25885,2
177,66972,2
178,17559,1
178,83544,4
178,40406,4
179,32999,2
180,18510,5
180,83214,2
180,76133,1
180,60219,4
180,98210,4
181,108416,3
